,unit,cluster_label,story_id
13240,King Frodi 's maidservants are led to the mill .,1442,788
13241,King Frodi orders the maidservants to grind gold .,1442,788
13242,The maidservants grind gold and also grant peace and happiness to King Frodi .,1442,788
13243,The maidservants demand rest from King Frodi .,1442,788
13244,King Frodi refuses to let the maidservants rest .,1442,788
13245,The maidservants continue singing the Lay of Grotti .,1846,788
13246,"While singing , the maidservants grind out a host against King Frodi .",1442,788
13247,"A sea king , PERSON , arrives at the mill and kills King Frodi .",4359,788
13248,"PERSON takes over the mill , PERSON , and the maidservants , Fenja and Menja .",1918,788
13249,Mysingr orders Fenja and Menja to grind salt .,1636,788
13250,Fenja and Menja ask PERSON if he is weary of salt .,1636,788
13251,PERSON orders them to continue grinding despite his weariness .,5415,788
13252,The ship carrying PERSON and the maidservants sinks .,725,788
13253,"A whirlpool forms in the sea , and salt water begins to flow .",2936,788
13254,A mother dies .,3036,789
13255,A father dies .,3228,789
13256,A grandmother raises a young boy .,2046,789
13257,The grandmother prepares to die and bequeaths a coffee mill to the boy .,5413,789
13258,The grandmother dies .,213,789
13259,The boy retrieves the coffee mill from the grandmother 's old chest .,5413,789
13260,The boy uses the coffee mill to grind food .,5277,789
13261,PERSON bids the mill to stop .,2843,789
13262,Hans boards a ship at a seaport .,480,789
13263,Hans offers his service to sailors on the ship .,480,789
13264,The sailors abuse PERSON .,5205,789
13265,PERSON uses the mill to survive while being mistreated .,2843,789
13266,The sailors discover the coffee mill 's secret .,4738,789
13267,The sailors offer to buy the coffee mill from PERSON .,4738,789
13268,PERSON refuses to sell the coffee mill .,4395,789
13269,The sailors throw PERSON overboard and seize the mill .,5507,789
13270,The sailors try to use the mill to grind salt .,469,789
13271,"The sailors are unable to stop the mill , and the ship is filled with salt .",469,789
13272,"The ship sinks with the mill , the salt , and the sailors on board .",469,789
13273,A brave boy lives with a blind grandmother .,1996,790
13274,The boy graduates from school .,2526,790
13275,The boy becomes a ship 's boy .,1010,790
13276,The boy 's new comrades gambling with money saddens him .,629,790
13277,The boy tells his grandmother about his problem .,4594,790
13278,The grandmother gives the boy a small mill with special powers .,5413,790
13279,The grandmother instructs the boy on how to use the mill .,5413,790
13280,The boy says goodbye to his grandmother and boards his ship .,1390,790
13281,"Boys gamble with their money , and the protagonist decides to take action .",629,790
13282,The protagonist takes the mill and grinds it to earn gold .,1708,790
13283,The mill grinds whatever the protagonist wants when given a specific command .,1708,790
13284,The ship 's captain becomes aware of the mill 's powers and demands its use .,469,790
13285,"The captain beats the boy , demanding that he reveal the mill 's secret .",3107,790
13286,The mill continues to grind even when the captain is not satisfied .,469,790
13287,"The captain pushes the boy into the sea , but the boy survives .",1010,790
13288,"The captain attempts to stop the mill , but it continues to grind until the ship is full .",469,790
13289,The captain tries to destroy the mill but it multiplies into smaller mills .,469,790
13290,A giant named Ang - ngalo lives in the mountains and digs caves .,4117,791
13291,Ang - ngalo builds shelters to protect his caves from the goddess of the wind .,4117,791
13292,Ang - ngalo spots a woman across the ocean and wades through the water to reach her .,3779,791
13293,"The woman , PERSON , asks Ang - ngalo to build a mansion on her request .",5013,791
13294,"Ang - ngalo can not find bricks as white as snow , so he seeks help from the ruler of the kingdom of Salt .",6120,791
13295,The ruler of the kingdom of Salt provides pure salt bricks to Ang - ngalo .,6120,791
13296,Ang - ngalo builds bridges across the ocean for transporting the salt bricks .,3149,791
13297,Millions of men work day and night transporting the salt bricks .,3149,791
13298,Ocean becomes angry with the disturbance and sends waves to destroy the bridges .,3225,791
13299,The men and salt bricks are buried in the ocean 's deep waters .,3800,791
13300,"Two brothers , one rich and one poor , exist .",1961,792
13301,The poor brother asks the rich brother for help to keep Christmas .,2448,792
13302,The rich brother offers to give the poor brother a flitch of bacon in exchange for the poor brother doing a task .,3971,792
13303,The poor brother agrees and sets off to hell .,5246,792
13304,An old man with a long white beard advises the poor brother on how to sell the flitch for a valuable hand - quern .,4012,792
13305,The poor brother sells the flitch and obtains the quern from the devil .,1363,792
13306,The old man teaches the poor brother how to use the quern .,2072,792
13307,The poor brother returns home and uses the quern to grind food for Christmas dinner .,234,792
13308,The poor brother 's rich brother sees the poor brother 's wealth and demands the quern .,3828,792
13309,The poor brother is forced to give the quern to the rich brother for a large sum of money .,3828,792
13310,The rich brother gets the quern home and uses it to grind herrings and broth .,234,792
13311,"The quern continues to grind uncontrollably , covering the kitchen , parlor , and yard in a stream of food and liquid .",496,792
13312,The poor brother retrieves the quern from the rich brother and uses it to grind gold .,3828,792
13313,The poor brother builds a golden house and becomes wealthy .,3828,792
13314,A skipper comes to visit and offers to buy the quern .,2350,792
13315,The poor brother sells the quern to theskipper for a large sum of money .,3828,792
13316,"The skipper attempts to stop the quern from grinding , but it continues to grind salt , sinking the ship and filling the sea with salt .",469,792
13317,"The quern remains at the bottom of the sea , grinding away .",3800,792
13318,A king and his wife Silver - Tree live with their daughter Gold - Tree .,384,793
13319,Gold - Tree and Silver - Tree visit a glen with a well containing a trout .,4319,793
13320,"Silver - Tree asks the trout to compare her beauty to Gold - Tree 's , and the trout favors Gold - Tree .",4319,793
13321,"Silver - Tree , enraged , vows to get Gold - Tree 's heart and liver to eat and become well .",3179,793
13322,"The king 's son comes to ask Gold - Tree 's hand in marriage , and the king agrees .",2304,793
13323,"The king sends his lads to hunt a he - goat and gives its heart and liver to Silver - Tree to eat , and she recovers .",1194,793
13324,"A year later , Silver - Tree asks the trout again if she is the most beautiful , and the trout replies Gold - Tree is dead .",4319,793
13325,"Silver - Tree sets out for the prince 's kingdom , claiming she wants to see Gold - Tree .",3179,793
13326,The prince 's servants lock Gold - Tree in a room to protect her from Silver - Tree .,1340,793
13327,Silver - Tree coaxes Gold - Tree to put out her little finger through a keyhole and then poisons it .,3179,793
13328,"Gold - Tree falls dead , but the second wife takes out the poisoned stab and revives her .",5703,793
13329,"The second wife tricks the prince 's first wife , Silver - Tree , by having her take a poisoned drink meant for Gold - Tree .",5703,793
13330,"The prince is left with his two wives , the first dead and the second alive , in a harmonious household .",5703,793
13331,A beautiful queen sits sewing at her window .,6305,794
13332,The queen pricks her finger with her needle while sewing .,6305,794
